date,High,Low,Open,Close,Volume,adjclose,Date
863703000,2.5,1.9270833730697632,2.4375,1.9583333730697632,72156000,1.9583333730697632,1997-05-15
863789400,1.9791666269302368,1.7083333730697632,1.96875,1.7291666269302368,14700000,1.7291666269302368,1997-05-16
864048600,1.7708333730697632,1.625,1.7604166269302368,1.7083333730697632,6106800,1.7083333730697632,1997-05-19
864135000,1.75,1.6354166269302368,1.7291666269302368,1.6354166269302368,5467200,1.6354166269302368,1997-05-20
864221400,1.6458333730697632,1.375,1.6354166269302368,1.4270833730697632,18853200,1.4270833730697632,1997-05-21
864307800,1.4479166269302368,1.3125,1.4375,1.3958333730697632,11776800,1.3958333730697632,1997-05-22
864394200,1.5208333730697632,1.3333333730697632,1.40625,1.5,15937200,1.5,1997-05-23
864739800,1.6458333730697632,1.4583333730697632,1.5104166269302368,1.5833333730697632,8697600,1.5833333730697632,1997-05-27
864826200,1.6354166269302368,1.53125,1.625,1.53125,4574400,1.53125,1997-05-28
864912600,1.5416666269302368,1.4791666269302368,1.5416666269302368,1.5052083730697632,3472800,1.5052083730697632,1997-05-29
864999000,1.5104166269302368,1.4791666269302368,1.5,1.5,2594400,1.5,1997-05-30
865258200,1.53125,1.5,1.5104166269302368,1.5104166269302368,591600,1.5104166269302368,1997-06-02
865344600,1.53125,1.4791666269302368,1.53125,1.4791666269302368,1183200,1.4791666269302368,1997-06-03
865431000,1.4895833730697632,1.3958333730697632,1.4791666269302368,1.4166666269302368,3080400,1.4166666269302368,1997-06-04
865517400,1.5416666269302368,1.375,1.4166666269302368,1.5416666269302368,5672400,1.5416666269302368,1997-06-05
865603800,1.7083333730697632,1.5104166269302368,1.515625,1.65625,7807200,1.65625,1997-06-06
865863000,1.7083333730697632,1.65625,1.65625,1.6875,2352000,1.6875,1997-06-09
865949400,1.7083333730697632,1.53125,1.7083333730697632,1.5833333730697632,5458800,1.5833333730697632,1997-06-10
866035800,1.6041666269302368,1.53125,1.59375,1.5416666269302368,1188000,1.5416666269302368,1997-06-11
866122200,1.6458333730697632,1.5520833730697632,1.5833333730697632,1.6041666269302368,1632000,1.6041666269302368,1997-06-12
866208600,1.625,1.5833333730697632,1.625,1.5833333730697632,693600,1.5833333730697632,1997-06-13
866467800,1.6041666269302368,1.5625,1.6041666269302368,1.5729166269302368,913200,1.5729166269302368,1997-06-16
866554200,1.5989583730697632,1.4947916269302368,1.5989583730697632,1.5052083730697632,4706400,1.5052083730697632,1997-06-17
866640600,1.5364583730697632,1.5,1.5208333730697632,1.5104166269302368,2464800,1.5104166269302368,1997-06-18
866727000,1.53125,1.5,1.5104166269302368,1.5104166269302368,1003200,1.5104166269302368,1997-06-19
866813400,1.5520833730697632,1.5,1.53125,1.5260416269302368,3387600,1.5260416269302368,1997-06-20
867072600,1.5416666269302368,1.4791666269302368,1.5416666269302368,1.5,1047600,1.5,1997-06-23
867159000,1.5260416269302368,1.4791666269302368,1.5052083730697632,1.5104166269302368,751200,1.5104166269302368,1997-06-24
867245400,1.5260416269302368,1.4895833730697632,1.5260416269302368,1.5104166269302368,2106000,1.5104166269302368,1997-06-25
867331800,1.5208333730697632,1.5052083730697632,1.5208333730697632,1.5104166269302368,3189600,1.5104166269302368,1997-06-26
867418200,1.515625,1.4791666269302368,1.515625,1.4895833730697632,1188000,1.4895833730697632,1997-06-27
867677400,1.5989583730697632,1.4791666269302368,1.5104166269302368,1.5416666269302368,2746800,1.5416666269302368,1997-06-30
867763800,1.5416666269302368,1.5104166269302368,1.5416666269302368,1.515625,1292400,1.515625,1997-07-01
867850200,1.59375,1.5104166269302368,1.515625,1.5885416269302368,3882000,1.5885416269302368,1997-07-02
867936600,1.9166666269302368,1.59375,1.5989583730697632,1.9114583730697632,12577200,1.9114583730697632,1997-07-03
868282200,2.0208332538604736,1.8333333730697632,1.8333333730697632,2,8053200,2,1997-07-07
868368600,2.3333332538604736,2.0416667461395264,2.0416667461395264,2.3020832538604736,15517200,2.3020832538604736,1997-07-08
868455000,2.3854167461395264,2.2708332538604736,2.3020832538604736,2.3229167461395264,8262000,2.3229167461395264,1997-07-09
868541400,2.5729167461395264,2.3333332538604736,2.3333332538604736,2.5625,9051600,2.5625,1997-07-10
868627800,2.5208332538604736,2.2083332538604736,2.5208332538604736,2.2916667461395264,10531200,2.2916667461395264,1997-07-11
868887000,2.3333332538604736,2.1145832538604736,2.3229167461395264,2.1354167461395264,4604400,2.1354167461395264,1997-07-14
868973400,2.4791667461395264,2.1354167461395264,2.1354167461395264,2.4375,9274800,2.4375,1997-07-15
869059800,2.4947917461395264,2.3020832538604736,2.4479167461395264,2.3333332538604736,3024000,2.3333332538604736,1997-07-16
869146200,2.34375,2.15625,2.34375,2.21875,3169200,2.21875,1997-07-17
869232600,2.21875,2.15625,2.1875,2.15625,780000,2.15625,1997-07-18
869491800,2.1979167461395264,2.1458332538604736,2.1770832538604736,2.1822917461395264,574800,2.1822917461395264,1997-07-21
869578200,2.1875,2.0625,2.1666667461395264,2.1354167461395264,1563600,2.1354167461395264,1997-07-22
869664600,2.3333332538604736,2.1770832538604736,2.1875,2.2916667461395264,3259200,2.2916667461395264,1997-07-23
869751000,2.3125,2.21875,2.3020832538604736,2.2604167461395264,1216800,2.2604167461395264,1997-07-24
869837400,2.25,2.21875,2.21875,2.2291667461395264,620400,2.2291667461395264,1997-07-25
870096600,2.3958332538604736,2.21875,2.2291667461395264,2.3229167461395264,2574000,2.3229167461395264,1997-07-28
870183000,2.5,2.3333332538604736,2.3645832538604736,2.4791667461395264,4814400,2.4791667461395264,1997-07-29
870269400,2.5052082538604736,2.4270832538604736,2.5,2.4479167461395264,2517600,2.4479167461395264,1997-07-30
870355800,2.4375,2.3333332538604736,2.4375,2.3958332538604736,1454400,2.3958332538604736,1997-07-31
870442200,2.4166667461395264,2.25,2.34375,2.4166667461395264,3588000,2.4166667461395264,1997-08-01
870701400,2.4114582538604736,2.3020832538604736,2.375,2.3125,2671200,2.3125,1997-08-04
870787800,2.3333332538604736,2.1458332538604736,2.3333332538604736,2.2083332538604736,3032400,2.2083332538604736,1997-08-05
870874200,2.3125,2.1875,2.2083332538604736,2.25,1243200,2.25,1997-08-06
870960600,2.2604167461395264,2.125,2.25,2.1770832538604736,2034000,2.1770832538604736,1997-08-07
871047000,2.3020832538604736,2.1041667461395264,2.1666667461395264,2.2916667461395264,2211600,2.2916667461395264,1997-08-08
871306200,2.3333332538604736,2.25,2.2916667461395264,2.328125,1239600,2.328125,1997-08-11
871392600,2.3020832538604736,2.1979167461395264,2.28125,2.1979167461395264,571200,2.1979167461395264,1997-08-12
871479000,2.2291667461395264,2.1666667461395264,2.2291667461395264,2.1979167461395264,590400,2.1979167461395264,1997-08-13
871565400,2.25,2.1197917461395264,2.1770832538604736,2.15625,1041600,2.15625,1997-08-14
871651800,2.15625,1.9375,2.1354167461395264,2.1145832538604736,1597200,2.1145832538604736,1997-08-15
871911000,2.0520832538604736,1.96875,2.0520832538604736,2.0416667461395264,1784400,2.0416667461395264,1997-08-18
871997400,2.2083332538604736,2.0520832538604736,2.09375,2.1666667461395264,1003200,2.1666667461395264,1997-08-19
872083800,2.1875,2.0729167461395264,2.1875,2.1666667461395264,999600,2.1666667461395264,1997-08-20
872170200,2.171875,2.0729167461395264,2.1354167461395264,2.1145832538604736,624000,2.1145832538604736,1997-08-21
872256600,2.125,2.09375,2.1041667461395264,2.125,712800,2.125,1997-08-22
872515800,2.2604167461395264,2.1041667461395264,2.1041667461395264,2.21875,1126800,2.21875,1997-08-25
872602200,2.3541667461395264,2.2291667461395264,2.2395832538604736,2.34375,2574000,2.34375,1997-08-26
872688600,2.3229167461395264,2.25,2.3072917461395264,2.3177082538604736,1392000,2.3177082538604736,1997-08-27
872775000,2.3958332538604736,2.28125,2.3020832538604736,2.375,1147200,2.375,1997-08-28
872861400,2.375,2.3229167461395264,2.3645832538604736,2.3385417461395264,722400,2.3385417461395264,1997-08-29
873207000,2.375,2.3333332538604736,2.34375,2.3541667461395264,732000,2.3541667461395264,1997-09-02
873293400,2.4166667461395264,2.3125,2.34375,2.3333332538604736,1964400,2.3333332538604736,1997-09-03
873379800,2.5520832538604736,2.34375,2.3645832538604736,2.5520832538604736,3348000,2.5520832538604736,1997-09-04
873466200,2.6666667461395264,2.4583332538604736,2.5833332538604736,2.5,1908000,2.5,1997-09-05
873725400,3.0208332538604736,2.5,2.53125,3,5648400,3,1997-09-08
873811800,3.3854167461395264,3.0260417461395264,3.140625,3.2395832538604736,8971200,3.2395832538604736,1997-09-09
873898200,3.328125,3.125,3.3125,3.3020832538604736,3866400,3.3020832538604736,1997-09-10
873984600,3.3333332538604736,3.0416667461395264,3.3333332538604736,3.15625,4262400,3.15625,1997-09-11
874071000,3.6979167461395264,3.15625,3.1875,3.6875,3333600,3.6875,1997-09-12
874330200,3.6770832538604736,3.0520832538604736,3.6666667461395264,3.09375,5583600,3.09375,1997-09-15
874416600,3.5416667461395264,3.1197917461395264,3.125,3.3541667461395264,6432000,3.3541667461395264,1997-09-16
874503000,3.5,3.3333332538604736,3.4583332538604736,3.40625,2607600,3.40625,1997-09-17
874589400,3.46875,3.28125,3.4375,3.2916667461395264,2128800,3.2916667461395264,1997-09-18
874675800,4.083333492279053,3.375,3.3802082538604736,3.9479167461395264,8929200,3.9479167461395264,1997-09-19
874935000,4.677083492279053,3.9479167461395264,4,4.5,16938000,4.5,1997-09-22
875021400,4.645833492279053,4.395833492279053,4.489583492279053,4.625,7682400,4.625,1997-09-23
875107800,4.8125,4.291666507720947,4.645833492279053,4.375,8200800,4.375,1997-09-24
875194200,4.354166507720947,4.052083492279053,4.34375,4.078125,4968000,4.078125,1997-09-25
875280600,4.260416507720947,4.052083492279053,4.072916507720947,4.166666507720947,2731200,4.166666507720947,1997-09-26
875539800,4.1875,3.9583332538604736,4.145833492279053,4.041666507720947,2371200,4.041666507720947,1997-09-29
875626200,4.348958492279053,3.8020832538604736,4,4.338541507720947,5254800,4.338541507720947,1997-09-30
875712600,4.5,3.9375,4.4375,4.020833492279053,4999200,4.020833492279053,1997-10-01
875799000,4.177083492279053,3.9895832538604736,4.041666507720947,4.010416507720947,1876800,4.010416507720947,1997-10-02
875885400,4.125,3.9791667461395264,4.083333492279053,4.015625,1164000,4.015625,1997-10-03
876144600,4.125,3.9427082538604736,4,4.125,2028000,4.125,1997-10-06
876231000,4.1875,4.041666507720947,4.083333492279053,4.057291507720947,1742400,4.057291507720947,1997-10-07
876317400,4.166666507720947,3.984375,4.145833492279053,4.005208492279053,2806800,4.005208492279053,1997-10-08
876403800,4.020833492279053,3.7395832538604736,4,3.75,3950400,3.75,1997-10-09
876490200,4.0625,3.6666667461395264,3.7291667461395264,3.9010417461395264,3787200,3.9010417461395264,1997-10-10
876749400,4.041666507720947,3.9270832538604736,3.9270832538604736,4,814800,4,1997-10-13
876835800,4.104166507720947,3.8333332538604736,4.0625,3.9791667461395264,1546800,3.9791667461395264,1997-10-14
876922200,3.96875,3.7708332538604736,3.96875,3.921875,2355600,3.921875,1997-10-15
877008600,3.9791667461395264,3.6041667461395264,3.9791667461395264,3.625,3481200,3.625,1997-10-16
877095000,3.65625,3.5208332538604736,3.6145832538604736,3.625,2534400,3.625,1997-10-17
877354200,3.875,3.6666667461395264,3.6770832538604736,3.8229167461395264,4912800,3.8229167461395264,1997-10-20
877440600,4.4375,3.8541667461395264,3.9583332538604736,4.427083492279053,12096000,4.427083492279053,1997-10-21
877527000,4.619791507720947,4.375,4.416666507720947,4.520833492279053,5208000,4.520833492279053,1997-10-22
877613400,4.5625,4.1875,4.229166507720947,4.5,5656800,4.5,1997-10-23
877699800,5.0625,4.541666507720947,4.75,5.026041507720947,9492000,5.026041507720947,1997-10-24
877962600,5.010416507720947,4.229166507720947,4.802083492279053,4.270833492279053,6091200,4.270833492279053,1997-10-27
878049000,5,3.875,3.9166667461395264,4.947916507720947,11719200,4.947916507720947,1997-10-28
878135400,5.5,5,5.145833492279053,5.390625,7126800,5.390625,1997-10-29
878221800,5.354166507720947,5.041666507720947,5.208333492279053,5.125,4770000,5.125,1997-10-30
878308200,5.458333492279053,4.96875,5.364583492279053,5.083333492279053,5026800,5.083333492279053,1997-10-31
878567400,5.21875,4.947916507720947,5.21875,5.072916507720947,1999200,5.072916507720947,1997-11-03
878653800,5.052083492279053,4.822916507720947,5,4.958333492279053,2365200,4.958333492279053,1997-11-04
878740200,5.119791507720947,4.875,4.979166507720947,4.875,3093600,4.875,1997-11-05
878826600,4.916666507720947,4.635416507720947,4.916666507720947,4.661458492279053,2913600,4.661458492279053,1997-11-06
878913000,4.640625,4.385416507720947,4.416666507720947,4.479166507720947,2626800,4.479166507720947,1997-11-07
879172200,4.5625,4.208333492279053,4.5,4.208333492279053,2764800,4.208333492279053,1997-11-10
879258600,4.3125,3.9166667461395264,4.244791507720947,3.9479167461395264,4312800,3.9479167461395264,1997-11-11
879345000,4.1875,3.6666667461395264,3.7760417461395264,3.7708332538604736,8683200,3.7708332538604736,1997-11-12
879431400,3.96875,3.7708332538604736,3.9479167461395264,3.859375,4290000,3.859375,1997-11-13
879517800,4.208333492279053,3.78125,3.9375,4.166666507720947,5869200,4.166666507720947,1997-11-14
879777000,4.541666507720947,4.21875,4.229166507720947,4.375,7394400,4.375,1997-11-17
879863400,4.479166507720947,4.34375,4.375,4.416666507720947,1866000,4.416666507720947,1997-11-18
879949800,4.520833492279053,4.3125,4.40625,4.510416507720947,2534400,4.510416507720947,1997-11-19
880036200,4.604166507720947,4.510416507720947,4.572916507720947,4.583333492279053,5923200,4.583333492279053,1997-11-20
880122600,4.583333492279053,4.489583492279053,4.552083492279053,4.489583492279053,2602800,4.489583492279053,1997-11-21
880381800,4.416666507720947,4.229166507720947,4.375,4.229166507720947,2019600,4.229166507720947,1997-11-24
880468200,4.333333492279053,4.041666507720947,4.239583492279053,4.203125,3304800,4.203125,1997-11-25
880554600,4.411458492279053,4.239583492279053,4.239583492279053,4.260416507720947,1630800,4.260416507720947,1997-11-26
880727400,4.333333492279053,4.114583492279053,4.270833492279053,4.125,1603200,4.125,1997-11-28
880986600,4.375,4.135416507720947,4.239583492279053,4.270833492279053,2383200,4.270833492279053,1997-12-01
881073000,4.302083492279053,4.177083492279053,4.260416507720947,4.234375,1262400,4.234375,1997-12-02
881159400,4.375,4.1875,4.197916507720947,4.364583492279053,1290000,4.364583492279053,1997-12-03
881245800,4.552083492279053,4.385416507720947,4.401041507720947,4.5,3038400,4.5,1997-12-04
881332200,4.59375,4.354166507720947,4.4375,4.59375,2661600,4.59375,1997-12-05
881591400,4.770833492279053,4.520833492279053,4.541666507720947,4.708333492279053,4766400,4.708333492279053,1997-12-08
881677800,4.770833492279053,4.604166507720947,4.666666507720947,4.6875,1332000,4.6875,1997-12-09
881764200,4.625,4.395833492279053,4.583333492279053,4.510416507720947,1444800,4.510416507720947,1997-12-10
881850600,4.833333492279053,4.395833492279053,4.395833492279053,4.6875,5014800,4.6875,1997-12-11
881937000,4.802083492279053,4.40625,4.645833492279053,4.541666507720947,2672400,4.541666507720947,1997-12-12
882196200,4.666666507720947,4.40625,4.583333492279053,4.583333492279053,1694400,4.583333492279053,1997-12-15
882282600,4.645833492279053,4.458333492279053,4.645833492279053,4.458333492279053,1687200,4.458333492279053,1997-12-16
882369000,4.458333492279053,4.255208492279053,4.375,4.390625,6140400,4.390625,1997-12-17
882455400,4.427083492279053,4.229166507720947,4.354166507720947,4.291666507720947,3204000,4.291666507720947,1997-12-18
882541800,4.520833492279053,4.166666507720947,4.229166507720947,4.5,4753200,4.5,1997-12-19
882801000,4.78125,4.432291507720947,4.5,4.697916507720947,4352400,4.697916507720947,1997-12-22
882887400,4.739583492279053,4.625,4.6875,4.625,1177200,4.625,1997-12-23
882973800,4.708333492279053,4.46875,4.625,4.604166507720947,2336400,4.604166507720947,1997-12-24
883146600,4.645833492279053,4.489583492279053,4.5625,4.520833492279053,487200,4.520833492279053,1997-12-26
883405800,4.78125,4.53125,4.583333492279053,4.75,2552400,4.75,1997-12-29
883492200,4.90625,4.78125,4.833333492279053,4.848958492279053,6285600,4.848958492279053,1997-12-30
883578600,5.041666507720947,4.84375,4.875,5.020833492279053,4446000,5.020833492279053,1997-12-31
883751400,5,4.796875,5,4.958333492279053,1660800,4.958333492279053,1998-01-02
884010600,4.9375,4.708333492279053,4.885416507720947,4.75,3590400,4.75,1998-01-05
884097000,4.875,4.666666507720947,4.697916507720947,4.838541507720947,4174800,4.838541507720947,1998-01-06
884183400,4.833333492279053,4.692708492279053,4.833333492279053,4.78125,2725200,4.78125,1998-01-07
884269800,4.703125,4.53125,4.697916507720947,4.614583492279053,6015600,4.614583492279053,1998-01-08
884356200,4.666666507720947,4.229166507720947,4.666666507720947,4.260416507720947,6643200,4.260416507720947,1998-01-09
884615400,4.385416507720947,4.145833492279053,4.166666507720947,4.302083492279053,7401600,4.302083492279053,1998-01-12
884701800,4.666666507720947,4.322916507720947,4.34375,4.645833492279053,7321200,4.645833492279053,1998-01-13
884788200,4.875,4.625,4.65625,4.875,8505600,4.875,1998-01-14
884874600,5.010416507720947,4.791666507720947,4.791666507720947,4.953125,6014400,4.953125,1998-01-15
884961000,4.979166507720947,4.770833492279053,4.958333492279053,4.791666507720947,2563200,4.791666507720947,1998-01-16
885306600,5.010416507720947,4.8125,4.822916507720947,4.953125,5467200,4.953125,1998-01-20
885393000,5.166666507720947,4.875,4.9375,5.072916507720947,8738400,5.072916507720947,1998-01-21
885479400,5.270833492279053,5.020833492279053,5.072916507720947,5.135416507720947,9471600,5.135416507720947,1998-01-22
885565800,5.34375,4.9375,5.34375,4.9375,9118800,4.9375,1998-01-23
885825000,4.989583492279053,4.739583492279053,4.979166507720947,4.8125,4712400,4.8125,1998-01-26
885911400,4.864583492279053,4.666666507720947,4.817708492279053,4.75,4104000,4.75,1998-01-27
885997800,4.833333492279053,4.625,4.75,4.770833492279053,5293200,4.770833492279053,1998-01-28
886084200,4.989583492279053,4.78125,4.791666507720947,4.958333492279053,4836000,4.958333492279053,1998-01-29
886170600,5.0625,4.885416507720947,5,4.916666507720947,3722400,4.916666507720947,1998-01-30
886429800,5.208333492279053,4.9375,4.947916507720947,5.197916507720947,6913200,5.197916507720947,1998-02-02
886516200,5.25,5.09375,5.1875,5.151041507720947,4429200,5.151041507720947,1998-02-03
886602600,5.1875,5.052083492279053,5.0625,5.0625,1234800,5.0625,1998-02-04
886689000,5.114583492279053,4.875,5.114583492279053,4.9375,5832000,4.9375,1998-02-05
886775400,5.020833492279053,4.875,4.927083492279053,4.90625,2122800,4.90625,1998-02-06
887034600,4.958333492279053,4.770833492279053,4.916666507720947,4.854166507720947,2626800,4.854166507720947,1998-02-09
887121000,5.317708492279053,4.833333492279053,4.875,5.302083492279053,12296400,5.302083492279053,1998-02-10
887207400,5.463541507720947,5.28125,5.291666507720947,5.291666507720947,6474000,5.291666507720947,1998-02-11
887293800,5.302083492279053,5.1875,5.270833492279053,5.260416507720947,3036000,5.260416507720947,1998-02-12
887380200,5.270833492279053,5.145833492279053,5.25,5.1875,8420400,5.1875,1998-02-13
887725800,5.21875,5.072916507720947,5.21875,5.145833492279053,2376000,5.145833492279053,1998-02-17
887812200,5.145833492279053,5.052083492279053,5.145833492279053,5.072916507720947,2971200,5.072916507720947,1998-02-18
887898600,5.291666507720947,5.083333492279053,5.109375,5.229166507720947,4436400,5.229166507720947,1998-02-19
887985000,5.291666507720947,5.114583492279053,5.229166507720947,5.270833492279053,2703600,5.270833492279053,1998-02-20
888244200,5.416666507720947,5.208333492279053,5.291666507720947,5.40625,3978000,5.40625,1998-02-23
