date,High,Low,Open,Close,Volume,adjclose,Date
888330600,5.677083492279053,5.354166507720947,5.416666507720947,5.40625,13945200,5.40625,1998-02-24
888417000,5.541666507720947,5.260416507720947,5.46875,5.489583492279053,6745200,5.489583492279053,1998-02-25
888503400,6.083333492279053,5.4375,5.463541507720947,6.0625,15373200,6.0625,1998-02-26
888589800,6.635416507720947,5.984375,6.020833492279053,6.416666507720947,24706800,6.416666507720947,1998-02-27
888849000,6.4375,6.25,6.322916507720947,6.354166507720947,10957200,6.354166507720947,1998-03-02
888935400,6.3125,5.958333492279053,6.291666507720947,5.979166507720947,8016000,5.979166507720947,1998-03-03
889021800,6.1875,5.833333492279053,6,6.119791507720947,7314000,6.119791507720947,1998-03-04
889108200,6.515625,5.9375,5.979166507720947,6.25,12001200,6.25,1998-03-05
889194600,6.416666507720947,6.145833492279053,6.302083492279053,6.395833492279053,5887200,6.395833492279053,1998-03-06
889453800,7.145833492279053,6.395833492279053,6.40625,6.958333492279053,23055600,6.958333492279053,1998-03-09
889540200,7.354166507720947,6.90625,7.125,6.925775051116943,24750000,6.925775051116943,1998-03-10
889626600,6.875,6.520833492279053,6.833333492279053,6.635416507720947,12349200,6.635416507720947,1998-03-11
889713000,6.760416507720947,6.427083492279053,6.5625,6.541666507720947,9799200,6.541666507720947,1998-03-12
889799400,6.739583492279053,6.479166507720947,6.635416507720947,6.557291507720947,6523200,6.557291507720947,1998-03-13
890058600,6.729166507720947,6.583333492279053,6.630208492279053,6.583333492279053,3312000,6.583333492279053,1998-03-16
890145000,6.6875,6.489583492279053,6.645833492279053,6.65625,3100800,6.65625,1998-03-17
890231400,7.145833492279053,6.604166507720947,6.604166507720947,7.109375,13659600,7.109375,1998-03-18
890317800,7.291666507720947,6.979166507720947,7.114583492279053,7,12115200,7,1998-03-19
890404200,7.072916507720947,6.927083492279053,7,7,6412800,7,1998-03-20
890663400,7.0625,6.895833492279053,6.963541507720947,6.984375,3004800,6.984375,1998-03-23
890749800,7.229166507720947,6.875,6.875,7.020833492279053,5680800,7.020833492279053,1998-03-24
890836200,7.145833492279053,6.75,7.083333492279053,6.807291507720947,11289600,6.807291507720947,1998-03-25
890922600,6.979166507720947,6.625,6.8125,6.895833492279053,7878000,6.895833492279053,1998-03-26
891009000,7.260416507720947,6.895833492279053,7.020833492279053,7.083333492279053,7646400,7.083333492279053,1998-03-27
891268200,7.291666507720947,7.09375,7.15625,7.15625,5500800,7.15625,1998-03-30
891354600,7.208333492279053,6.979166507720947,7.114583492279053,7.127600193023682,6565200,7.127600193023682,1998-03-31
891441000,7.53125,7.002600193023682,7.104166507720947,7.510416507720947,14451600,7.510416507720947,1998-04-01
891527400,8.0625,7.479166507720947,7.59375,7.921875,16642800,7.921875,1998-04-02
891613800,8.03125,7.6875,8.020833015441895,7.75,11694000,7.75,1998-04-03
891869400,7.895833492279053,7.354166507720947,7.854166507720947,7.385416507720947,11024400,7.385416507720947,1998-04-06
891955800,7.270833492279053,7.0625,7.25,7.166666507720947,11634000,7.166666507720947,1998-04-07
892042200,7.479166507720947,7.125,7.197916507720947,7.385416507720947,11314800,7.385416507720947,1998-04-08
892128600,8,7.635416507720947,7.697916507720947,7.9375,16034400,7.9375,1998-04-09
892474200,8.020833015441895,7.666666507720947,7.90625,7.859375,10980000,7.859375,1998-04-13
892560600,8.322916984558105,7.770833492279053,7.822916507720947,8.098958015441895,16323600,8.098958015441895,1998-04-14
892647000,8.333333015441895,7.875,8.166666984558105,8.010416984558105,11192400,8.010416984558105,1998-04-15
892733400,8.276041984558105,7.765625,8.010416984558105,8.208333015441895,16244400,8.208333015441895,1998-04-16
892819800,8.104166984558105,7.875,7.984375,7.90625,7035600,7.90625,1998-04-17
893079000,8.291666984558105,7.8125,7.947916507720947,7.854166507720947,8979600,7.854166507720947,1998-04-20
893165400,7.947916507720947,7.59375,7.9375,7.755208492279053,8354400,7.755208492279053,1998-04-21
893251800,7.802083492279053,7.25,7.770833492279053,7.270833492279053,11301600,7.270833492279053,1998-04-22
893338200,7.25,6.708333492279053,7.25,6.75,12253200,6.75,1998-04-23
893424600,7.3125,6.791666507720947,6.833333492279053,7.072916507720947,16785600,7.072916507720947,1998-04-24
893683800,7.052083492279053,6.427083492279053,6.947916507720947,6.895833492279053,18885600,6.895833492279053,1998-04-27
893770200,8.291666984558105,7.421875,7.739583492279053,7.96875,69594000,7.96875,1998-04-28
893856600,8.21875,7.802083492279053,8.104166984558105,7.958333492279053,31657200,7.958333492279053,1998-04-29
893943000,8.166666984558105,7.541666507720947,8.125,7.645833492279053,22485600,7.645833492279053,1998-04-30
894029400,7.927083492279053,7.541666507720947,7.729166507720947,7.875,9307200,7.875,1998-05-01
894288600,7.989583492279053,7.78125,7.916666507720947,7.9375,7735200,7.9375,1998-05-04
894375000,7.958333492279053,7.760416507720947,7.833333492279053,7.809891700744629,5998800,7.809891700744629,1998-05-05
894461400,7.833333492279053,7.510416507720947,7.833333492279053,7.53125,7438800,7.53125,1998-05-06
894547800,7.75,7.354166507720947,7.583333492279053,7.583333492279053,13887600,7.583333492279053,1998-05-07
894634200,7.729166507720947,7.458333492279053,7.604166507720947,7.697916507720947,4792800,7.697916507720947,1998-05-08
894893400,7.75,7.208333492279053,7.744791507720947,7.239583492279053,11372400,7.239583492279053,1998-05-11
894979800,7.661458492279053,7.21875,7.3125,7.614583492279053,11636400,7.614583492279053,1998-05-12
895066200,7.833333492279053,7.479166507720947,7.541666507720947,7.739583492279053,13944000,7.739583492279053,1998-05-13
895152600,7.885416507720947,7.583333492279053,7.666666507720947,7.630208492279053,8600400,7.630208492279053,1998-05-14
895239000,7.708333492279053,7.458333492279053,7.65625,7.46875,4628400,7.46875,1998-05-15
895498200,7.552083492279053,7.229166507720947,7.5,7.338541507720947,6618000,7.338541507720947,1998-05-18
895584600,7.552083492279053,7.4375,7.46875,7.53125,3423600,7.53125,1998-05-19
895671000,7.625,7.354166507720947,7.53125,7.385416507720947,4048800,7.385416507720947,1998-05-20
895757400,7.5,7.276041507720947,7.458333492279053,7.395833492279053,3403200,7.395833492279053,1998-05-21
895843800,7.385416507720947,7.125,7.364583492279053,7.166666507720947,5862000,7.166666507720947,1998-05-22
896189400,7.239583492279053,6.739583492279053,7.171875,6.822916507720947,10884000,6.822916507720947,1998-05-26
896275800,7.28125,6.645833492279053,6.697916507720947,7.21875,23234400,7.21875,1998-05-27
896362200,7.3125,7.104166507720947,7.270833492279053,7.161458492279053,9412800,7.161458492279053,1998-05-28
896448600,7.416666507720947,7.125,7.15625,7.34375,8641200,7.34375,1998-05-29
896707800,7.375,6.942708492279053,7.333333492279053,7.135416507720947,8043600,7.135416507720947,1998-06-01
896794200,7.416666507720947,6.916666507720947,7.270833492279053,7.28125,8201400,7.28125,1998-06-02
896880600,7.541666507720947,7,7.479166507720947,7.041666507720947,6581400,7.041666507720947,1998-06-03
896967000,7.322916507720947,6.875,7.15625,7.3125,4995600,7.3125,1998-06-04
897053400,7.395833492279053,7.1875,7.291666507720947,7.375,3427200,7.375,1998-06-05
897312600,7.71875,7.25,7.302083492279053,7.708333492279053,5463000,7.708333492279053,1998-06-08
897399000,8.645833015441895,7.708333492279053,7.739583492279053,8.541666984558105,19436400,8.541666984558105,1998-06-09
897485400,9.375,8.5,8.604166984558105,9.020833015441895,24285000,9.020833015441895,1998-06-10
897571800,10.4375,9.166666984558105,9.208333015441895,10.416666984558105,35851200,10.416666984558105,1998-06-11
897658200,10.583333015441895,9.708333015441895,10.583333015441895,10.166666984558105,21655800,10.166666984558105,1998-06-12
897917400,11.416666984558105,9.854166984558105,9.916666984558105,10.958333015441895,33701400,10.958333015441895,1998-06-15
898003800,12.291666984558105,11.083333015441895,11.125,12.270833015441895,39167400,12.270833015441895,1998-06-16
898090200,13.53125,12.5625,12.645833015441895,13.166666984558105,40265400,13.166666984558105,1998-06-17
898176600,13.75,11.958333015441895,13.5,12.020833015441895,31639800,12.020833015441895,1998-06-18
898263000,12.708333015441895,11.333333015441895,11.84375,12.635416984558105,36678600,12.635416984558105,1998-06-19
